USER_ID,target_exam_date,DAYS_ACTIVE_POST_EXAM,PERFORMANCE_VOLATILITY_SIGMA,score_mean,MAX_SCORE_JUMP_DELTA,is_suspicious
6c5c0012-3f29-46f7-8bc8-cab6e7ef0bc5,2025-06-18 00:00:00,0.0,0.18779840089597397,0.39372549019607844,0.6,True
9170489f-b389-4aab-a132-0e0f802c9d14,2025-04-10 00:00:00,8.0,0.38865594225982997,0.3191428571428571,0.95,True
da917328-6949-4ea3-9c18-173d900e7c1d,2025-01-29 00:00:00,3.0,0.1442438987570142,0.6945153061224489,0.7000000000000001,True
8a0c8b0a-6ff2-4493-b9e7-ead296d19b9b,2026-02-19 00:00:00,0.0,0.15380931949425244,0.7429347826086956,0.5499999999999999,True
b130cdc0-cb73-4cae-9ef5-85c7bf8de962,2025-08-28 00:00:00,6.0,0.17147010279344957,0.6855555555555556,0.55,True
92ec8726-7f68-4fc8-8aeb-73ddaec1e35e,2025-08-20 00:00:00,0.0,0.14898351732783777,0.8194897959183673,0.5700000000000001,True
72e01607-67e6-44eb-8a8a-0ba5aa3b19b0,2025-09-10 00:00:00,48.0,0.1305929348126227,0.8072348484848484,0.5866666666666668,True
f56ac25c-dd37-4ecf-bd30-0926d7230fa5,2025-06-28 00:00:00,23.0,0.13925534482483062,0.6415770609318996,0.6,True
c17dfd7c-909f-4798-aa45-1148caa158d0,2026-05-11 00:00:00,34.0,0.19903422444748237,0.661015325670498,0.95,True
eeb3be2a-4ab0-47b5-bc1c-441a2839bc4c,2025-08-29 00:00:00,17.0,0.331051715137134,0.7266666666666667,0.5,True
64b2baea-f01b-4103-bac1-4e64fdc07316,2025-09-19 00:00:00,23.0,0.15219239141785956,0.7532304526748971,0.8,True
0f2f8028-aecd-42f3-9b3b-eeb0796115dc,2025-03-24 00:00:00,14.0,0.18282514915006642,0.6050210970464135,0.7,True
91104d9a-6990-4887-b486-fbd2964d20b6,2025-02-24 00:00:00,26.0,0.126437428886479,0.7588666666666667,0.55,True
1be42e16-3e81-429b-929a-d6dc37a6aa62,2026-01-23 00:00:00,6.0,0.13259231417755635,0.7457291666666667,0.7,True
3de87414-fd6b-4799-858c-8d4c2c99a879,2025-07-19 00:00:00,24.0,0.15275939368931277,0.6909722222222222,0.5249999999999999,True
bd54740a-b575-4d80-b968-f7e2331ca88a,2025-12-12 00:00:00,11.0,0.19154901628832668,0.6991025641025641,0.6000000000000001,True
77eb828c-a1a5-4697-b225-a2bd37c0ad75,2025-04-19 00:00:00,31.0,0.18905798355783185,0.695,0.9233333333333333,True
f6b22cb7-df76-4706-b88f-5dcd621c7875,2025-11-24 00:00:00,44.0,0.1525453669276993,0.6674621212121212,0.6066666666666667,True
13808a5d-be24-4075-8ff0-5bfa0461f3a6,2025-08-11 00:00:00,29.0,0.2628167779366427,0.7719117647058824,0.8,True
9fd78f1c-d3de-4416-820e-1490a81e638d,2025-05-14 00:00:00,25.0,0.3535533905932738,0.55,0.5,True
9f54d5aa-19c5-423c-87a4-77b41e9ff0bd,2025-11-20 00:00:00,16.0,0.16469709020978185,0.5946464646464645,0.6666666666666667,True
fdfcf839-d579-4ad9-98d2-c9dd2d857626,2025-12-02 00:00:00,16.0,0.14782288144287703,0.8161764705882353,0.6,True
a924d218-3fbc-4773-a15a-9ee1fd72ba32,2025-11-01 00:00:00,23.0,0.18438929546825505,0.5370481927710844,0.65,True
0d8b5f33-fae2-4685-9b10-4b2eb8299352,2025-08-15 00:00:00,7.0,0.25416253951207696,0.5835964912280701,0.9,True
bf041494-a4d4-4d43-8873-6b7fc1677325,2025-08-25 00:00:00,17.0,0.26015620307807386,0.7490000000000001,0.85,True
adc36e7d-b96b-413f-934f-535fb067bb69,2025-06-06 00:00:00,16.0,0.1351186280673159,0.78625,0.625,True
73befd66-8875-4f5d-89ff-3d15a195f52d,2025-08-17 00:00:00,0.0,0.15421243270880386,0.6959859154929577,0.6499999999999999,True
d88ff6f3-025f-400b-803c-a10c87ca52c4,2025-04-21 00:00:00,0.0,0.30218384259229786,0.43543859649122807,0.8666666666666667,True
a0ed4cad-993f-4694-bf95-a14b49d0c89a,2025-02-26 00:00:00,0.0,0.16237077457197083,0.749009009009009,0.7,True
80b8398b-f810-49c2-b1fc-074a2da3756d,2025-12-27 00:00:00,11.0,0.1388677712883418,0.6843223443223443,0.5333333333333334,True
b24e7f82-85c1-45df-848e-1c2f750bfb2d,2025-11-07 00:00:00,1.0,0.21894013475992846,0.6206521739130435,0.75,True
0e21a3f0-1ba0-4211-8830-363d905bfa57,2024-09-30 00:00:00,24.0,0.2739829678404602,0.21,0.5599999999999999,True
09a534d6-2dcb-465f-8966-1cb2e7895eb8,2026-02-15 00:00:00,0.0,0.21679483388678797,0.39999999999999997,0.5499999999999999,True
d87c795f-4675-4ae7-870b-d314128b91b2,2026-02-12 00:00:00,0.0,0.17359126870735342,0.59375,0.55,True
1d2c4219-3f77-4bd3-8479-bf38f4f1526b,2025-08-02 00:00:00,0.0,0.2684849507932473,0.5697014925373135,0.85,True
846f5898-006a-4711-8852-6e4fc8cac341,2025-08-07 00:00:00,7.0,0.17217318568819295,0.5444444444444444,0.55,True
6d88d8f3-4ee8-42c2-bb90-39d2ada5778e,2025-09-24 00:00:00,13.0,0.1365587463009374,0.7091134751773049,0.5333333333333334,True
bb868f03-a261-4c0e-947f-45ed19ccc52e,2025-10-09 00:00:00,25.0,0.13631055718169602,0.7703626943005182,0.75,True
79fe1f93-5797-4c43-8776-513f599bd2f7,2025-09-12 00:00:00,17.0,0.2031478467004945,0.6140476190476191,0.575,True
4b341a90-0544-4228-9676-17ff42c2390a,2026-01-12 00:00:00,14.0,0.15302985950704717,0.7892753623188405,0.6,True
fded2a38-be55-4aed-be22-34c3b9b3da64,2025-11-30 00:00:00,31.0,0.17969977036617082,0.5212857142857144,0.5499999999999999,True
35b98a37-79ff-4633-9208-25e628b8c744,2025-01-04 00:00:00,17.0,0.23244215637574445,0.6229166666666667,0.6,True
2f8fe240-dae4-40c4-9bc3-d2e81a90ad2c,2025-09-30 00:00:00,56.0,0.20985058054830968,0.5596598639455782,0.75,True
f192879d-7252-4d84-ae3e-c75151c1022d,2025-12-31 00:00:00,3.0,0.25217815092027446,0.762078853046595,0.95,True
ade7cc55-91b8-494e-8e51-63cad53ed058,2025-08-18 00:00:00,19.0,0.1753680819988751,0.7722344322344321,0.95,True
a15bbd67-b8f8-4fae-879e-6f23bb00fa3e,2026-01-21 00:00:00,0.0,0.20088182181392783,0.6057236842105262,0.92,True
4c220a8c-2a0e-4ffe-8e9f-ed504459f4e3,2026-01-07 00:00:00,14.0,0.1494916807535821,0.6650396825396825,0.55,True
eb3267c1-1010-47af-9206-6a01de2cb9d9,2025-08-02 00:00:00,31.0,0.17088254511968015,0.8373039215686274,0.8933333333333333,True
b9326bc3-b14a-4325-a557-51c7c8f8e7cb,2025-03-14 00:00:00,5.0,0.15343025958616469,0.630962962962963,0.5499999999999999,True
5696718f-5207-4632-aa20-c0ed64905245,2025-11-24 00:00:00,25.0,0.16388707807198943,0.5711538461538461,0.6000000000000001,True
bef4d4c2-c0c2-4260-93b0-9cc81de6aded,2025-04-04 00:00:00,1.0,0.15658123310634522,0.7088034188034188,0.6,True
5d0bb61f-98bd-4935-8031-80af8aa25811,2025-11-01 00:00:00,0.0,0.18187756240535585,0.6015650406504065,0.6,True
3efd7c60-5e08-4f14-8c82-575c4eeca2c8,2025-08-28 00:00:00,6.0,0.15180296449819886,0.8294520547945206,0.55,True
9e147877-6127-4fa3-88cd-2eba26dba89a,2025-11-04 00:00:00,22.0,0.19196938928526835,0.7434343434343433,0.95,True
462fc6de-39e1-433f-9ca8-87155a6595f1,2025-08-25 00:00:00,32.0,0.22363991735860922,0.7396405228758169,0.8866666666666667,True
b79f9a71-1f5a-4691-81a7-458ca0e7d050,2025-06-02 00:00:00,1.0,0.1598924192412514,0.7020572916666666,0.65,True
f420a34d-e8c1-4797-b052-6ca0ae929540,2025-12-05 00:00:00,15.0,0.14925244682330838,0.6388095238095237,0.55,True
21a8b9ed-67b3-4646-81e5-835f009b9dd8,2025-10-22 00:00:00,0.0,0.19338258814284545,0.3944444444444445,0.55,True
1c6f4407-e85c-4737-a07b-b9a8dba9a486,2025-06-14 00:00:00,11.0,0.2099991641939295,0.5736904761904762,0.6933333333333334,True
bf2d709b-e21c-4ae5-baa1-33de963884b0,2025-04-01 00:00:00,0.0,0.20055422759913416,0.669375,0.6,True
1c394758-7377-46fd-8b66-d230f986d5f2,2025-10-08 00:00:00,7.0,0.15308107161927237,0.6249425287356322,0.5499999999999999,True
e53e9d91-0bb9-46e8-b267-e11e3b60d802,2025-06-06 00:00:00,10.0,0.16289635250997794,0.7900740740740742,0.6,True
a0e2cbd3-afdb-4935-acdf-6471fdd2d9a8,2025-09-26 00:00:00,13.0,0.12550087325463147,0.6710196078431373,0.55,True
74b91993-18a9-4092-ac37-ac9ec2d229b0,2025-12-31 00:00:00,13.0,0.21374025318908307,0.7296875,0.85,True
d64a7a6f-a233-4476-b7f7-b82c711b15fd,2025-06-11 00:00:00,2.0,0.1952915458456609,0.29303030303030303,0.65,True
6977e0fd-bb81-41cb-ab77-1dcc56805d2e,2025-02-18 00:00:00,0.0,0.14926811722301633,0.8027037037037038,0.7000000000000001,True
0668b91a-cb58-4199-863f-f118deafe248,2025-07-30 00:00:00,7.0,0.14134261657678115,0.655204081632653,0.5766666666666667,True
f6381f60-e993-4d35-a7cd-31aec888f48e,2025-09-22 00:00:00,11.0,0.1402296287003289,0.6705166666666666,0.6000000000000001,True
bae50133-9887-446f-8cf1-99eb7f904253,2025-05-02 00:00:00,16.0,0.23426410380096718,0.37785714285714284,0.6799999999999999,True
00fb8218-c6e2-43dc-8221-d8ea52239e4f,2025-08-04 00:00:00,8.0,0.14522103597990166,0.8368787878787879,0.9,True
f924f9ba-69f7-480d-9633-94f442203d70,2025-07-02 00:00:00,0.0,0.14498771939550675,0.7307000000000001,0.6499999999999999,True
1ac446ff-671f-4f9f-b9f7-b772e6b5a0f6,2025-08-08 00:00:00,0.0,0.35355339059327373,0.44999999999999996,0.49999999999999994,True
b6c94c13-255d-469e-8670-c4809dafc8f2,2025-07-26 00:00:00,2.0,0.1611808984429814,0.6225193798449613,0.6,True
2f0d4f3d-88c2-462c-81fc-911944284e4c,2024-12-02 00:00:00,0.0,0.18250414021582934,0.6032706766917293,0.75,True
f0d45113-d86b-475b-a3c0-2b3445629d8c,2025-06-20 00:00:00,1.0,0.13906007228426032,0.6589333333333333,0.5066666666666667,True
41e943a4-7459-4645-9ff1-037d69c91847,2025-05-16 00:00:00,6.0,0.18333526591436564,0.6158163265306122,0.65,True
f5556543-9c2c-48c4-9a5d-7b8dfc7bd805,2025-08-30 00:00:00,19.0,0.2222048604328897,0.6,0.55,True
2c298d7a-6e1e-453f-a4cc-378a93f03cdd,2025-07-05 00:00:00,21.0,0.16342457172431218,0.4041228070175439,0.6,True
4c81a1b6-d1f9-46dd-93da-2f73d7351b45,2025-06-06 00:00:00,1.0,0.189914308505305,0.6930722891566264,0.5566666666666666,True
f76f9f1d-aa35-4faf-81eb-7ab0e6ab315d,2025-10-10 00:00:00,1.0,0.14814347740953668,0.7995833333333333,0.85,True
9f5f9ffe-7bc0-4d22-a17a-01923c44d1ed,2025-02-01 00:00:00,0.0,0.1612858577347474,0.6859401709401709,0.75,True
784b3ea9-098e-451c-84c7-4363ea8c1d83,2026-02-20 00:00:00,7.0,0.2053443618391385,0.602735632183908,0.55,True
08b005e0-49ea-4eaa-88ae-d68431c0191a,2025-10-21 00:00:00,16.0,0.15710912518568276,0.632,0.52,True
1cd863dc-1b22-4feb-b331-a6ff9cb8cd87,2025-06-20 00:00:00,0.0,0.16976320112836388,0.7191269841269842,0.85,True
56bd5f15-07d3-44b3-8265-d5cd3dc97448,2025-06-01 00:00:00,24.0,0.1547525418413191,0.7605333333333333,0.9,True
d06ec6c1-0e2e-4e8f-b30a-608cc2922bd6,2025-09-14 00:00:00,50.0,0.2117453378190134,0.5396888888888889,0.8133333333333332,True
f69358ac-0acd-4e88-a6b3-32d660f1b6d7,2025-10-06 00:00:00,24.0,0.17889129648922544,0.7596666666666667,0.8250000000000001,True
437fd4a6-0baa-4a28-b1f1-0932f2d5f398,2025-05-27 00:00:00,0.0,0.1355782067780832,0.6703801169590643,0.65,True
05d86cec-c12d-4b55-b8df-48375afb7ee3,2025-08-15 00:00:00,20.0,0.2794936976984278,0.5679166666666667,0.7366666666666667,True
3235afa7-9d51-4716-833f-9870dec05333,2025-12-08 00:00:00,3.0,0.16806893353219918,0.725234375,0.85,True
208fb7c8-077b-4ea5-937a-d5f974cc9418,2025-10-25 00:00:00,18.0,0.17002234570554448,0.5535294117647059,0.6533333333333333,True
4ea6ab44-3540-472e-a693-6cc8e80c7cd7,2025-02-07 00:00:00,23.0,0.20200689744699715,0.5557575757575758,0.75,True
fd2d572f-37c2-4f35-89ba-58d198b72ddf,2025-09-01 00:00:00,10.0,0.16562784632978805,0.6784701492537314,0.7466666666666667,True
690c85d3-dee2-438d-918e-36eabaa96173,2025-08-18 00:00:00,51.0,0.19715903613103994,0.7679423868312757,0.7250000000000001,True
bddc97dc-2fc0-4af2-8919-b0e9799d4f0d,2025-02-26 00:00:00,6.0,0.17118520601393483,0.6928571428571428,0.6499999999999999,True
ac20e7d7-db4e-461d-8eb4-16ac2308654b,2025-06-08 00:00:00,23.0,0.13177388307636276,0.8009259259259259,0.625,True
a73b5ec1-918d-495c-95f5-e20f18c77c31,2026-02-16 00:00:00,4.0,0.13420544263390524,0.8388297872340424,0.75,True
5fcbd466-e8b5-430e-b54c-07fc13c8dbb0,2024-07-18 00:00:00,1.0,0.20543871618636472,0.5497935103244838,0.9733333333333334,True
ca84926f-1d5f-4194-b614-217751d45241,2024-08-10 00:00:00,0.0,0.27047454867599185,0.4372222222222222,0.475,True
3438256d-b50d-4f82-95f5-c84e344f942d,2025-05-22 00:00:00,0.0,0.2082359261917544,0.6810606060606061,0.8999999999999999,True
8c2eb25c-ddb4-47f1-a683-6e7a7f761248,2024-10-27 00:00:00,38.0,0.15234430726030196,0.5450900900900901,0.65,True
ad090258-c7cb-4a04-9a77-e34ba5dc8d44,2025-04-01 00:00:00,7.0,0.19483168320606292,0.712013888888889,0.75,True
4674fb68-231b-4aee-8271-d4949bda2abf,2025-05-15 00:00:00,8.0,0.1749010495051665,0.712008547008547,0.6,True
cd0d79af-58f4-4024-aeeb-3f83b40fb863,2026-01-16 00:00:00,5.0,0.13698401323892118,0.9092105263157894,0.5499999999999999,True
2d325d23-97c2-4d27-b606-49458b621854,2025-12-01 00:00:00,8.0,0.2984264286777117,0.4666666666666667,0.6666666666666667,True
6378a4c8-bb25-4ee2-a705-c5ee1396cb86,2026-02-13 00:00:00,23.0,0.24409691304466619,0.6194551282051282,0.9,True
c601d921-df49-4bb8-aa9a-2ebcf5054f63,2025-11-04 00:00:00,18.0,0.12138821399712552,0.8416169154228856,0.75,True
cee70120-d783-4e9d-b170-acb0b4e6f71a,2025-07-31 00:00:00,0.0,0.16256474297253598,0.6910555555555555,0.5866666666666668,True
2ae35c7c-c138-4edf-ac4b-841f033bf7ce,2025-06-20 00:00:00,2.0,0.13921057191655142,0.6156944444444444,0.7,True
b7426460-c216-45d6-8509-71d8ac99de79,2025-07-18 00:00:00,15.0,0.214821928491858,0.5708333333333333,0.85,True
5947d3cd-9dd0-49c5-bf4c-784f7ca25f02,2025-05-15 00:00:00,9.0,0.1622296200352856,0.7739449541284403,0.7999999999999999,True
195bf960-12ca-4119-b407-161edec64d7b,2025-07-30 00:00:00,22.0,0.24637398176124214,0.6915833333333333,0.95,True
74f1e413-b31c-4b68-8628-190e011ca517,2025-12-15 00:00:00,22.0,0.16313204003296938,0.6212121212121212,0.5066666666666668,True
f9565e18-5ebb-43ac-b497-f64873aa0541,2025-11-26 00:00:00,26.0,0.19707506822614543,0.6174509803921568,0.85,True
c671cd94-5597-4102-999f-6bbfac7f8ec9,2025-08-01 00:00:00,7.0,0.16842276589040878,0.6736842105263158,0.55,True
8da4199d-27af-45a5-9811-3d3c6a6b9efc,2025-03-24 00:00:00,0.0,0.21531397033194533,0.5217777777777778,0.75,True
4678625d-c640-433e-8fce-15166c599388,2025-12-22 00:00:00,14.0,0.19751102587497307,0.6959649122807017,0.7,True
607ce3c3-8f70-40c9-8b48-62cf95cc0e4c,2025-12-19 00:00:00,62.0,0.17697446013301257,0.6784509803921569,0.65,True
e527c1d2-194b-438c-8847-371e6f79f511,2025-08-02 00:00:00,19.0,0.12995796732946618,0.7282154882154882,0.55,True
c521f824-c1f0-44d1-ae7e-76eb4a4e83bc,2025-08-13 00:00:00,35.0,0.14582032817583362,0.6432407407407408,0.525,True
11a0f628-7ad5-48ab-a547-7215939dd24a,2025-12-05 00:00:00,0.0,0.3167379305777359,0.578125,0.85,True
f3bceedb-b64d-44b9-bbda-4812490f0371,2025-05-11 00:00:00,25.0,0.16869325684443742,0.5920940170940171,0.7833333333333334,True
8a3df456-0888-4f3e-9d42-fb7948aa012d,2024-11-26 00:00:00,31.0,0.13844359616245902,0.7511428571428571,0.75,True
70262f37-e1ff-444b-ae34-88a059cf289b,2025-07-31 00:00:00,28.0,0.16592044484358767,0.8807051282051283,0.75,True
8b0e3561-f958-4e1a-a420-cd8fc377e80f,2026-03-03 00:00:00,0.0,0.1599632310692606,0.6441176470588235,0.6,True
b0b145d5-6e9c-4811-a769-5054b45e0eeb,2026-01-30 00:00:00,45.0,0.1842168881920474,0.73359375,0.75,True
79777276-cc21-47b9-afb7-b43767466976,2025-05-28 00:00:00,8.0,0.1426361911088786,0.7911111111111111,0.6000000000000001,True
29114b2f-6c26-43da-af04-a3ae31f2a5a2,2025-09-28 00:00:00,25.0,0.1602245106561329,0.8681609195402299,0.75,True
83a7a31e-7593-4c92-9315-918d34101c71,2025-12-19 00:00:00,0.0,0.13326487959662564,0.8536250000000001,0.5499999999999999,True
f9a48e21-9805-4c99-bfae-0769fc8b2d46,2025-08-05 00:00:00,8.0,0.13195340901472463,0.7819281045751634,0.5866666666666668,True
498a4b1c-b72a-4411-9131-3184ecfb8c7e,2025-11-04 00:00:00,7.0,0.20949098962447804,0.7727350427350428,0.9,True
b512c7b6-68cb-4cfc-a28a-38fe6c9636a4,2026-01-20 00:00:00,3.0,0.1461994914194002,0.7012,0.5499999999999999,True
