user_id,unique_countries,geo_entropy_norm,effective_countries,country_switch_rate,country_alternation_rate
927ffdc4-9e30-4fc0-90ea-1762c6791b66,3,0.8699155297736259,2.6004900059896596,0.6666666666666666,0.5
58ceea97-0df9-4a01-9349-e6a0b09823f8,3,0.8649735207179272,2.586409289858933,0.3333333333333333,0.0
b8992385-a00b-48ec-89bf-0799e0b65e6a,3,0.8649735207179272,2.586409289858933,0.75,0.3333333333333333
214836df-6cb7-46a3-979b-e5290eb4bb5f,6,0.8553213502671448,4.629876197658818,0.6470588235294118,0.3125
6fb7ec86-7d55-4006-aff1-72796b2ff806,3,0.8527924884900404,2.552027924280892,0.4,0.0
b6239949-9db4-4f8e-99bf-e9155c201341,3,0.8527924884900404,2.552027924280892,0.25,0.0
ee9bef5e-7655-4533-a803-69a33bc175f7,3,0.8527924884900404,2.552027924280892,0.25,0.0
adc478ae-8c8c-4525-aa6f-8ea9ce15fc01,3,0.8508642289005679,2.5466274058954403,0.2702702702702703,0.027777777777777776
8be109f8-aed2-4188-bd5d-26213b8d0d17,4,0.8389158783562811,3.1994673781342944,0.34375,0.12903225806451613
0893eb2a-9919-48fe-844f-945364e77920,3,0.8342820655073296,2.500654579448921,0.3,0.05263157894736842
8ac73852-35f2-44c9-a993-ee37caf2b814,3,0.8280516427049733,2.4835964976766842,0.5625,0.2
2eb74845-b1ae-4773-ac2a-d2976364671d,4,0.8250112108241772,3.1383851664283937,0.2,0.0
f74a2620-e745-4a21-b0d3-15e33e842a22,3,0.823870320518363,2.472213883713497,0.08695652173913043,0.0
7c52064f-e785-42ab-a457-118d64956b2d,5,0.8116533267511806,3.6925070172455388,0.12121212121212122,0.0
7c51cb5b-a76f-4d6e-9186-8338ca33fa46,4,0.8079944889521727,3.065216502272722,0.16666666666666666,0.0
a1a05c62-7dfd-4489-a10c-d1a96c515ce1,4,0.8071654175796328,3.061695559392034,0.3333333333333333,0.0
29bd0a8d-51d9-48f6-97b1-8f797f890324,3,0.7921878473143421,2.38764447347707,0.3235294117647059,0.09090909090909091
6d2a6147-4f06-4517-ac90-8d690110439e,3,0.7896900821428474,2.381101577952299,0.25,0.0
60e56986-e284-4b6d-bdc0-494597b42295,3,0.7896303742630636,2.380945392787106,0.09375,0.0
cca36b28-3d06-44ec-bb04-1a7c0c9b1c08,3,0.7874915529286352,2.375357368869074,0.1875,0.03225806451612903
89de01bd-cd94-40d8-94a3-19cad15769eb,3,0.7871203566965331,2.3743888938571454,0.2,0.0
1cd863dc-1b22-4feb-b331-a6ff9cb8cd87,3,0.7780985600482113,2.350971483262341,0.14285714285714285,0.0
0e99510a-2797-4639-871d-375b74524560,3,0.7767241259307062,2.347424265125467,0.40816326530612246,0.10416666666666667
f18d90ed-edd9-493a-be33-512102b7085a,3,0.7766490138119515,2.347230565787614,0.14285714285714285,0.0
34c91d7e-598e-4074-99b8-b761793eee94,8,0.773694612352646,4.997074881295144,0.19047619047619047,0.0
4a82e8dc-9b65-4fd7-9fe0-c48bc91b21fb,3,0.7725068857142601,2.336573541485641,0.25,0.0
5e5e8e7b-f94e-4d2d-b62c-af503ead5169,3,0.7710990040084094,2.3329623189576547,0.4,0.17647058823529413
69d25df1-1dc7-496a-aeec-8da0198e70f5,4,0.7658959499605749,2.891447485108165,0.3076923076923077,0.13157894736842105
bf3e12e9-12e5-4e84-8c1f-ebef4963dead,3,0.7559752426306122,2.294520046285322,0.5,0.2
79db936f-4b58-4849-a24e-57ecaf74dfb6,3,0.7458672166276256,2.2691808104359295,0.4,0.14705882352941177
ac9bdb66-8314-408d-8b14-a52116c2d400,7,0.7458664862246379,4.269040801627475,0.2727272727272727,0.0
834ae293-d681-456a-83f7-bd31abb8f207,3,0.7432133671441983,2.2625745317222012,0.11538461538461539,0.0
19408946-6558-4dff-8409-a23c6ff2cbf5,3,0.7298466991620975,2.2295918739204166,0.625,0.14285714285714285
ecbbbcb8-97c1-47b0-a16f-a52b06ad35b2,3,0.7095802706013473,2.180498684675695,0.038461538461538464,0.0
9084be42-e750-4341-ae41-30910ebf6f38,3,0.7075378949189315,2.1756116122734404,0.125,0.03225806451612903
bbc88cc6-fc05-4751-be9d-0aae3d7bf4a9,4,0.7062096908241469,2.661831746113517,0.14705882352941177,0.030303030303030304
54fdbcf5-179f-4e1e-ba70-34c98465551b,3,0.701578960993972,2.1614153635712245,0.0196078431372549,0.0
681933a2-18f8-47d0-b03c-957586426617,5,0.6961981438605097,3.0663492582800904,0.22033898305084745,0.08620689655172414
858da713-7794-4f14-b265-e7c12d0ad898,5,0.6586374033865889,2.886474922308578,0.32,0.06756756756756757
de91c5f0-0c27-487d-8d52-520a5354a446,5,0.6521243965185791,2.85637611113376,0.19047619047619047,0.0
76402602-a0df-420a-b0e1-086d9b942778,8,0.6122426526619296,3.571989793093246,0.3181818181818182,0.09302325581395349
aa407b96-eec1-4c15-97f2-9e69f8173dcc,5,0.5962352184751151,2.6106613116261688,0.4358974358974359,0.2631578947368421
61cfca8b-0e7b-454b-8549-3e2be8544a6b,4,0.5771110923417612,2.2256429786785294,0.3888888888888889,0.11764705882352941
805c66bf-4c0a-4814-bfdf-54f632e8d721,5,0.5622168101056433,2.471568697352336,0.35,0.15384615384615385
304aa6fb-0c09-4147-bad8-0ecb6dcfbf38,4,0.5340936687292529,2.0967972075719756,0.25,0.0
4e7f30c3-bf85-4266-9f29-03224d3d8859,4,0.5317159287825568,2.0898970236643786,0.11538461538461539,0.0
116c9572-eb31-422a-a537-89d93313c5c0,5,0.4761505165179944,2.151864538036304,0.23636363636363636,0.09259259259259259
eb85858e-7c0b-416d-b434-32e85c8573d5,4,0.4207859433625289,1.7920015518175656,0.1111111111111111,0.03773584905660377
d9481d40-81e5-4227-a5b7-bdcfa7ce6611,4,0.4020205917889483,1.745985022935059,0.0,0.0
7c68ab11-7cd4-4f10-b42a-a5ee5eab4eaf,4,0.27463594098409216,1.4633469686316924,0.08108108108108109,0.0273972602739726
d2efab29-0c46-434a-bba6-32ac0deeffc6,4,0.23358362534885968,1.3823924570979342,0.04878048780487805,0.025
6589d269-3dcd-474b-8493-cf433c541610,4,0.22181579583838168,1.360023510836166,0.10869565217391304,0.022222222222222223
3cd9e7e9-67f4-42be-a321-f8376a925724,4,0.20176391135012564,1.3227384521519934,0.11538461538461539,0.058823529411764705
acca53f3-1300-43ea-8a39-a2a5fafca9d4,4,0.1904456639523068,1.3021461007346262,0.018518518518518517,0.0
