user_id,auth_events,unique_device_families,unique_os_families,unique_browser_families,device_switches,content_events,content_unique_ips,concurrent_max_distinct_ips,concurrent_event_ratio,geo_max_speed_mph,geo_impossible_travel_count,geo_max_distance_from_registration,password_reset_count,avg_days_since_exam_at_reset,avg_days_since_high_readiness_at_reset,password_resets_after_positive,reset_device_diversity_change,positive_at,post_positive_content_count,post_positive_exam_count,flag_impossible_travel,flag_concurrent,flag_device_diversity,flag_post_success,flag_reset_shift,concurrent_event_ratio_z,unique_device_families_z,device_switches_z,anomaly_score
0061be68-8f96-49d4-8dd2-dbb11ecedc3b,9.0,2.0,2.0,1.0,4.0,22.0,2.0,1.0,0.0,2.00553990046392,0.0,104.33483605683884,2.0,,,0.0,1.0,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
006347a2-410e-49f8-963e-9a107dac6ddc,2.0,2.0,2.0,2.0,1.0,151.0,5.0,1.0,0.0,7.5775063354664045,0.0,1024.913705132062,,,,,,2025-12-24 00:53:19,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
0063a8e4-7487-4c97-8870-6b434e87080e,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,633.6723131105397,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00663b27-aa84-48a5-8587-ffeb760bddfc,18.0,3.0,3.0,3.0,13.0,,,,,80.09953641739313,0.0,2303.7560809620636,,,,,,,,,False,False,False,False,False,0.0,1.349,0.0,1.349
00683029-d2b5-47c3-b6f9-43b488bbe338,5.0,2.0,2.0,2.0,1.0,51.0,2.0,1.0,0.0,0.0,0.0,15.58599718813138,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00688fb4-9bf6-46ce-a7df-6699cd16c3ac,2.0,1.0,1.0,1.0,0.0,,,,,0.05577929953494418,0.0,78.1118131196264,,,,,,2025-01-31 21:16:50,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0
0068af0d-7a14-4a79-883f-0405c7d68d1c,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,7.289058351164218,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
006b1e8a-d0fa-475c-bb87-624d348429c5,5.0,2.0,2.0,2.0,4.0,,,,,2.509630214728585,0.0,1484.6194047044567,,,,,,2025-03-25 02:13:30,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
006ca2ac-cbc8-4ca9-9c0d-89c6cbf45319,,,,,,208.0,10.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
006cd761-2fd5-4190-9438-596714df1d63,5.0,3.0,3.0,2.0,3.0,72.0,5.0,1.0,0.0,0.5914427968117274,0.0,142.4410592836324,,,,,,,,,False,False,False,False,False,0.0,1.349,0.0,1.349
00739eeb-48c5-4b50-9f86-b38ad24b9980,8.0,4.0,4.0,3.0,5.0,188.0,41.0,3.0,0.0797872340425532,1.8097972773759086,0.0,1017.9643195188597,,,,,,,,,False,True,True,False,False,0.0,2.0235,0.0,2.0235
0073b003-4fb2-48e2-b2f8-bba8c8382974,3.0,1.0,1.0,1.0,0.0,28.0,2.0,1.0,0.0,,0.0,2.0903075075523474,2.0,0.0,,0.0,0.0,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
0073c47c-0b36-476e-a9d4-3a6b3cf6e2de,1.0,1.0,1.0,1.0,0.0,13.0,4.0,1.0,0.0,,0.0,461.5273560284495,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00757f42-1adb-4367-bb3b-06ddf383b899,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,1.1457893487152357,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
0079ee0a-15ea-4cee-92a0-e2c0cc47755a,,,,,,8.0,2.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
007a5151-94f0-4ce4-b8fa-a2ac932554fc,,,,,,157.0,2.0,1.0,0.0,,,,,,,,,2025-05-21 20:06:02,0.0,0.0,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
007b527c-fde4-479e-b7d7-6cb9273ddf56,44.0,3.0,3.0,3.0,16.0,,,,,3.143392406507319,0.0,61.79960446236697,9.0,,204.0,9.0,1.0,2024-10-26 17:14:35,0.0,0.0,False,False,False,False,False,0.0,1.349,0.0,1.349
007ed8d5-1894-4102-907d-8ee5bf2f2415,2.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,1.1388126249152406,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00815297-2345-48eb-ad8d-c8e733d514c4,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
0084db89-4e36-4fc7-b9ee-cad391c898df,7.0,3.0,3.0,2.0,2.0,,,,,4.926832177711826,0.0,805.4463240202276,,,,,,,,,False,False,False,False,False,0.0,1.349,0.0,1.349
008941bd-4985-430c-8da2-ff64ad4e73de,5.0,1.0,1.0,1.0,0.0,330.0,1.0,1.0,0.0,28.020065334379023,0.0,179.40177235546363,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
008a5097-4173-401e-b449-5ac793ba8fc9,4.0,2.0,2.0,2.0,2.0,36.0,9.0,1.0,0.0,295.3984666992559,0.0,530.4105654416991,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
008c174a-5197-4640-9cca-c07526d6fc94,,,,,,274.0,8.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
008db654-f043-4025-aada-86ba66628572,8.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,0.8737191397717642,0.0,216.6649571177478,,,,,,2025-06-27 18:21:26,0.0,0.0,False,False,False,False,False,0.0,1.349,0.0,1.349
008e4295-ab75-4041-942a-d5e782e4163f,2.0,2.0,2.0,2.0,1.0,188.0,3.0,1.0,0.0,1.0963960151227783,0.0,44.52214331760128,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
008f00f7-3a63-42cd-90f2-d343f9bbd2d9,4.0,1.0,1.0,2.0,0.0,147.0,3.0,1.0,0.0,0.14104619811393632,0.0,80.61815021551563,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
008fafe5-5579-4bf8-9f30-d8cf9ef7ff62,,,,,,12.0,2.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00960e5d-a8fe-46e2-950f-425602f8736f,2.0,2.0,2.0,2.0,1.0,,,,,,0.0,33.32313112257118,,,,,,2024-10-22 06:15:52,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
009adce7-cd23-4637-bade-a0108fe413fa,,,,,,,,,,,,,,,,,,2023-06-23 04:59:12,0.0,0.0,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
009ec1b8-95ef-46d7-a4d0-3e18af0e4bb6,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00a01b39-4251-4a1a-bc50-e9cbcaf5c6dd,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.2050122571822441,0.0,235.02022631872825,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00a09d62-62bc-4b3c-a5f0-5da9b2f273e2,,,,,,6.0,1.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00a22433-c6e7-4262-95c2-1ec887fe5620,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00a33fb9-04f4-4647-8721-3187caf403f0,7.0,2.0,2.0,2.0,2.0,204.0,5.0,1.0,0.0,0.7842667960512498,0.0,116.32966534490491,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00a36bd6-82dd-4453-804b-854c62a2d36f,13.0,2.0,2.0,3.0,2.0,,,,,5.522542956690582,0.0,2457.2179692387353,,,,,,2025-12-01 01:16:03,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00a72c0d-e34f-40e8-a353-7ac8029d944e,9.0,2.0,2.0,2.0,1.0,91.0,2.0,1.0,0.0,0.021827891357048896,0.0,14.969205062485353,,,,,,2025-05-13 20:26:28,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00a8e875-8f08-444b-98ed-bb9894b54896,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,15.014170493841602,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00b7d4cd-3028-4e10-bb08-20ea8b56c6d9,2.0,1.0,1.0,2.0,0.0,,,,,0.0007064206738144142,0.0,8.404456374871502,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00b8e596-bb1b-4a33-9a17-891933c058a0,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,1.5609957963370296,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00b8f797-8d8d-4175-90ba-a74a0b7383f6,6.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,0.0,152.50368285179624,0.0,717.5509554523713,,,,,,,,,False,False,False,False,False,0.0,1.349,0.0,1.349
00ba73fe-e881-4727-b38f-bde2e976a3e2,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.010850084860418253,0.0,28.145362462466988,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00ba9909-e3db-4ec6-8239-1e3c955c1d4a,10.0,2.0,2.0,1.0,3.0,83.0,6.0,1.0,0.0,4.969273838387509,0.0,565.5160106061828,4.0,7.0,,0.0,0.0,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00bdf24d-89f1-47dc-88f7-7af7284383ec,6.0,1.0,1.0,2.0,0.0,,,,,125161.2320969186,1.0,1045.668971506625,,,,,,,,,True,False,False,False,False,0.0,0.0,0.0,0.0
00c0cce3-52ef-4381-91ec-6894d4cc1b96,1.0,1.0,1.0,1.0,0.0,80.0,13.0,1.0,0.0,,0.0,5.513995638054678,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00c78685-7928-45e2-bc86-995824bda355,4.0,1.0,1.0,1.0,0.0,158.0,4.0,1.0,0.0,,0.0,115.12236553531993,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00cb9236-5a5f-441c-a2b7-3e215c6a3102,1.0,1.0,1.0,1.0,0.0,34.0,1.0,1.0,0.0,,0.0,20.729515183013294,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00cd6214-c26b-4247-8d92-e7d2959f3a0a,2.0,2.0,2.0,2.0,1.0,,,,,0.06020362270668685,0.0,17.768979357406224,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00cdc1c2-5e2b-478b-8231-680547ef0729,,,,,,250.0,2.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00cfd758-9094-4476-bbe4-a18a1773e800,,,,,,120.0,2.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00d034b5-b3e0-4848-b9ad-dbb4209048c4,1.0,1.0,1.0,1.0,0.0,30.0,6.0,1.0,0.0,,0.0,37.86902313841545,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00d110f1-8d05-401e-851b-9d39271b1242,,,,,,2.0,1.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00d636be-c739-461c-8349-950663a25b5a,,,,,,,,,,,,,,,,,,2022-05-13 23:33:02,0.0,0.0,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00dc752c-4dbc-4c74-8442-f126701b7791,5.0,1.0,1.0,1.0,0.0,160.0,8.0,1.0,0.0,0.0,0.0,11.959874125981125,,,,,,2025-09-29 00:40:23,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0
00e18958-d46a-41fd-88ac-1aa7ac412ec6,10.0,1.0,1.0,2.0,0.0,44.0,9.0,2.0,0.022727272727272728,1.3535760298927522,0.0,1063.8818255723181,1.0,84.0,,0.0,0.0,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00e2b5a6-176a-4ee6-9240-11cf0b289529,1.0,1.0,1.0,1.0,0.0,15.0,1.0,1.0,0.0,,0.0,1.9391531606457222,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00e8bc3a-5d3b-4f36-88e8-40fec816e736,,,,,,,,,,,,,,,,,,2024-10-30 14:19:31,0.0,0.0,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00e95839-0270-46ed-904a-ffc5bd7389a8,,,,,,34.0,3.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00f938b2-772e-4dc4-a903-fc2af9b5dd57,1.0,1.0,1.0,1.0,0.0,378.0,10.0,2.0,0.010582010582010581,,0.0,7.888143729169818,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
00fa1746-5ffd-4ec2-adbe-d69b6d9bc982,4.0,2.0,2.0,1.0,1.0,,,,,7.71103787835592,0.0,1710.3800816481942,,,,,,2024-10-15 16:33:03,0.0,10.0,False,False,False,True,False,0.0,0.6745,0.0,0.6745
00fb2386-1d6d-4d6e-8796-5f52f2064f00,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
00fb8218-c6e2-43dc-8221-d8ea52239e4f,8.0,2.0,2.0,2.0,5.0,409.0,8.0,1.0,0.0,1.2165932010492633,0.0,604.6764039015279,,,,,,2025-09-07 13:49:55,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
00ffbb3b-37d8-4828-aedf-9c831a922b4c,1.0,1.0,1.0,1.0,0.0,167.0,16.0,1.0,0.0,,0.0,0.9669652241645379,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
01051140-905e-40a8-9f58-f046a43cbfb6,3.0,2.0,2.0,1.0,2.0,17.0,7.0,1.0,0.0,,0.0,0.4996208161754649,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
0105866c-2cb9-4cbc-a024-55d8ff016f9d,,,,,,20.0,2.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
01068f16-d60b-4697-a295-d2dad211a629,7.0,2.0,2.0,1.0,2.0,,,,,1569.1039106333055,1.0,1799.2411392580068,,,,,,2025-05-08 12:39:52,0.0,0.0,True,False,False,False,False,0.0,0.6745,0.0,0.6745
0109b166-d3c3-4441-b401-3e391b511fe7,,,,,,,,,,,,,,,,,,2023-09-13 00:15:47,0.0,0.0,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
010ab522-23d9-442c-b7f0-b83b1fbc8b46,,,,,,,,,,,,,,,,,,2023-10-18 14:49:05,0.0,0.0,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
011094ee-a3ee-4bc3-9c44-09274f6a0f75,7.0,2.0,2.0,2.0,4.0,14.0,1.0,1.0,0.0,0.012133183032144394,0.0,11.77769924953588,2.0,,,0.0,1.0,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
0116690c-aa77-4598-8b3c-fe3af6aa7fd0,9.0,1.0,1.0,1.0,0.0,196.0,35.0,2.0,0.01020408163265306,9.711589740975262,0.0,8182.365008797894,2.0,7.0,,0.0,0.0,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
0116b217-9d96-488d-861d-2dec5cfc1f3e,30.0,2.0,2.0,2.0,2.0,324.0,3.0,1.0,0.0,22.898057790761307,0.0,203.23752821732597,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
011911d6-72e2-488e-8a47-127e17c722f8,5.0,2.0,2.0,2.0,2.0,,,,,0.019850613972935666,0.0,23.317817866059148,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
01224420-747b-4ec7-9a0c-5d2c210e0134,3.0,2.0,2.0,1.0,1.0,150.0,1.0,1.0,0.0,0.0,0.0,458.03240932003814,,,,,,2025-09-10 14:50:19,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
0122e7bf-db59-4a3f-aa37-d3b4e9a1fa12,,,,,,5.0,1.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
01278eff-d030-4423-a96a-8ab09109196a,3.0,1.0,1.0,2.0,0.0,299.0,3.0,1.0,0.0,0.0,0.0,2.0257126797063627,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
0128ef32-1184-4c4e-aa8c-1604086ff682,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,,0.0,464.99028655884587,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
012ac536-712a-4b15-8891-0cec30bcd21e,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,0.4037641744720663,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
012b8472-871b-4c99-a253-5284b8dc89e7,2.0,2.0,2.0,2.0,1.0,,,,,0.0,0.0,1.125586198077731,,,,,,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
012bd688-228f-4e7b-9bc2-91cf1cc92ea9,1.0,1.0,1.0,1.0,0.0,208.0,1.0,1.0,0.0,,0.0,3.868349536895739,,,,,,2026-01-14 02:07:04,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0
01317b14-280d-47bf-bf6f-057dc5b4ca3c,1.0,1.0,1.0,1.0,0.0,153.0,9.0,1.0,0.0,,,,1.0,61.0,60.0,1.0,0.0,2025-08-19 00:19:37,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0
0131940e-2c53-4222-9fef-c679ab37bbd5,3.0,2.0,2.0,2.0,1.0,12.0,2.0,1.0,0.0,2.35782686159553,0.0,284.07016465425176,,,,,,2025-09-17 16:04:31,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
0133f22f-68b0-415b-8dca-8d7d0d579755,3.0,2.0,2.0,1.0,2.0,20.0,2.0,1.0,0.0,,0.0,133.7354880664906,2.0,0.0,,0.0,0.0,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
0134022e-2612-4726-a0f9-1b9077afa028,,,,,,3.0,3.0,1.0,0.0,,,,,,,,,,,,False,False,False,False,False,0.0,-0.6745,0.0,0.6745
013c44cb-08f4-489e-aa95-fba6a0f54659,5.0,2.0,2.0,1.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,5.866296776704735,2.0,,,0.0,0.0,,,,False,False,False,False,False,0.0,0.6745,0.0,0.6745
013db76b-06f7-40aa-aab3-60b5446cea3f,15.0,1.0,1.0,1.0,0.0,187.0,3.0,1.0,0.0,1.9619136231818746,0.0,15.643553357289752,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
013fb883-44da-424d-bb21-16d82f17c80b,3.0,1.0,1.0,1.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,1.4509516109659986,,,,,,,,,False,False,False,False,False,0.0,0.0,0.0,0.0
01432497-f8e1-4bc2-8be7-7d35a8e16d61,2.0,2.0,2.0,2.0,1.0,,,,,0.19992563482386308,0.0,120.55571301159941,,,,,,2025-04-03 17:44:40,0.0,0.0,False,False,False,False,False,0.0,0.6745,0.0,0.6745
