user_id,flag_impossible_travel,flag_concurrent,flag_device_diversity,flag_post_success,flag_reset_shift,risk_score,any_flag
0116690c-aa77-4598-8b3c-fe3af6aa7fd0,False,False,False,False,False,0.0,False
0116b217-9d96-488d-861d-2dec5cfc1f3e,False,False,False,False,False,0.0,False
011911d6-72e2-488e-8a47-127e17c722f8,False,False,False,False,False,0.0,False
01224420-747b-4ec7-9a0c-5d2c210e0134,False,False,False,False,False,0.0,False
0122e7bf-db59-4a3f-aa37-d3b4e9a1fa12,False,False,False,False,False,0.0,False
01278eff-d030-4423-a96a-8ab09109196a,False,False,False,False,False,0.0,False
0128ef32-1184-4c4e-aa8c-1604086ff682,False,False,False,False,False,0.0,False
012ac536-712a-4b15-8891-0cec30bcd21e,False,False,False,False,False,0.0,False
012b8472-871b-4c99-a253-5284b8dc89e7,False,False,False,False,False,0.0,False
012bd688-228f-4e7b-9bc2-91cf1cc92ea9,False,False,False,False,False,0.0,False
01317b14-280d-47bf-bf6f-057dc5b4ca3c,False,False,False,False,False,0.0,False
0131940e-2c53-4222-9fef-c679ab37bbd5,False,False,False,False,False,0.0,False
0133f22f-68b0-415b-8dca-8d7d0d579755,False,False,False,False,False,0.0,False
0134022e-2612-4726-a0f9-1b9077afa028,False,False,False,False,False,0.0,False
013c44cb-08f4-489e-aa95-fba6a0f54659,False,False,False,False,False,0.0,False
013db76b-06f7-40aa-aab3-60b5446cea3f,False,False,False,False,False,0.0,False
013fb883-44da-424d-bb21-16d82f17c80b,False,False,False,False,False,0.0,False
01432497-f8e1-4bc2-8be7-7d35a8e16d61,False,False,False,False,False,0.0,False
014548ef-8abe-4d70-91f6-210e133cabf2,False,False,False,False,False,0.0,False
014aaf42-b204-45f2-88a2-426cc232a104,False,False,False,False,False,0.0,False
014bf523-ff64-447e-967c-be7696b9de6e,False,False,False,False,False,0.0,False
014dac5c-522b-4ac5-9d22-ef71b3ed5143,False,False,False,False,False,0.0,False
014e1a3f-415a-43ab-8384-b998d789c451,False,False,False,False,False,0.0,False
014e8e0e-459e-46d4-8203-a21ce485ba0a,False,False,False,False,False,0.0,False
01500154-04ee-4b78-aed1-daf4d8121776,False,False,False,False,False,0.0,False
015906e2-ea93-400c-ac90-8c3d06af10d7,False,False,False,False,False,0.0,False
015dbcd2-0f96-4e9d-8131-53edba24f26b,False,False,False,False,False,0.0,False
015ece36-41d0-4f96-b0f7-529a06d6b62a,False,False,False,False,False,0.0,False
015f5dec-2704-4c98-829a-0aaea10dd2ff,False,False,False,False,False,0.0,False
01601496-b643-4c71-988b-0b122aefd339,False,False,False,False,False,0.0,False
0166e893-5b0d-47ca-90c5-115f3d48e3a0,False,False,False,False,False,0.0,False
016772dc-3ac0-4e89-8055-130c55378f5f,False,False,False,False,False,0.0,False
016a7cfc-c15a-4208-ac86-022044e4d3a0,False,False,False,False,False,0.0,False
016ab51b-607a-4a62-892e-ede984097ee4,False,False,False,False,False,0.0,False
0170d534-146e-4067-91ab-9922050f31d1,False,False,False,False,False,0.0,False
01785c5f-5f27-475a-95a7-34d1ce4e9f5f,False,False,False,False,False,0.0,False
01924da8-eb54-414e-ab8f-173a736d9435,False,True,False,False,False,1.2,True
01934401-4505-48f6-9769-4e19a1a4854a,False,False,False,True,False,1.0,True
01946daf-8235-41dd-bc59-ac67f85024fb,False,False,False,False,False,0.0,False
01981d5b-3f0e-435a-b5d9-a8b9f58b518d,False,False,False,False,False,0.0,False
019bb8ef-d10c-47e6-93ea-202a5a62f60d,False,False,False,False,False,0.0,False
019e4e3e-7f6d-4ac2-aa81-b1f2ca92e2e5,False,False,False,False,False,0.0,False
01a36961-dca9-4acb-83dd-698e7e5f54da,False,False,False,False,False,0.0,False
01a57b13-e22e-4c72-8ad2-f453e423de31,False,False,False,False,False,0.0,False
01a91a44-73cf-4f43-b457-afe7b81f579a,False,False,False,False,False,0.0,False
01a9594c-f152-4dd8-8622-808ea2eb392e,False,False,False,False,False,0.0,False
01a98db0-8e24-44d6-abcb-dc8b8ee3d181,False,False,False,False,False,0.0,False
01abc2f8-0911-4f37-a11c-6a461c27671e,False,False,False,False,False,0.0,False
01ae9048-a41b-42f8-9b30-a3b694c1c7f1,False,False,False,False,False,0.0,False
01b0d5ca-a39e-4d25-9c6c-7ddf22dc734a,False,False,False,False,False,0.0,False
01b1e4b4-43a1-4126-b92e-eb9dcb00607c,False,False,False,False,False,0.0,False
01b8424b-bc76-411d-b795-c13368fd5a6c,False,False,False,False,False,0.0,False
01c065f8-9233-453e-bdec-3fcba9f18574,False,False,False,False,False,0.0,False
01c4498f-a78b-4385-8699-b64a862de972,False,False,False,False,True,0.8,True
01c4a0ad-fd29-4de6-9625-4ae32cfa175f,True,False,False,False,False,1.5,True
01c7e9e0-f21c-42e6-bffe-2f01a9b27883,True,False,False,False,False,1.5,True
01cf0e8c-c068-4f06-922d-9fa28772b976,False,False,False,False,False,0.0,False
01d1ef8e-6f9a-4553-8379-79581e85a5ba,False,False,False,False,False,0.0,False
01d32f89-16bf-4368-ab4f-090af888da9d,False,False,False,False,False,0.0,False
01d357ab-e4d5-411f-85d8-466111b75781,False,False,False,False,False,0.0,False
01d47c07-ce72-4332-bee9-333fe31707e4,False,False,False,False,False,0.0,False
01d591ee-8b5b-451e-9d76-2f0233d14e21,False,False,False,False,False,0.0,False
01d656f1-67c5-4f52-969f-335d91c7cb32,False,False,False,False,False,0.0,False
01daa86f-0f4d-49ca-b908-c341b745e9d1,False,False,False,False,False,0.0,False
01dadf0e-26ac-4eca-af89-f619f94d62f4,False,False,False,False,False,0.0,False
01e513d1-49be-4bc6-94fb-382585a4ca70,False,False,False,True,False,1.0,True
01e62a4a-463a-4614-a3f0-c106d43c0b5c,False,False,False,False,False,0.0,False
01ea4cc6-727e-43ae-bae2-9e07dfa7654e,False,False,False,False,False,0.0,False
01ec93f8-e78d-4ee7-b8a9-79529d8e389f,False,False,False,False,False,0.0,False
01ed6981-e4d8-44a8-8c59-711cf15a44a9,False,False,False,False,False,0.0,False
01f158f2-0927-4f2d-bce7-7a0afa3e42d6,False,False,False,False,False,0.0,False
01f417b6-d539-47b0-be4e-37b84c21dadb,False,False,False,False,False,0.0,False
01f4b74e-a8e7-4877-a0f0-3e4971e23b6d,False,False,False,False,False,0.0,False
01f505c8-6842-44a4-85d2-0a78ac880c58,False,False,False,False,False,0.0,False
01f80ecb-f275-4a28-8bae-97d6ff555051,True,False,False,False,False,1.5,True
01f8d10c-375f-4353-adb0-74d797649c65,False,False,False,False,False,0.0,False
01fb9b12-81aa-45bf-b47e-5185027a36d6,False,False,False,False,False,0.0,False
01fc5aff-c74a-44b8-9a20-da4f99693cd6,False,False,True,True,False,2.0,True
02003e54-0114-4146-9798-c7e7e323a6a8,False,False,False,False,False,0.0,False
02009177-81f4-4184-9647-f2dc6208d88b,False,False,False,False,False,0.0,False
0204a316-b717-40a9-9a99-4e047c1c30e6,False,False,False,False,False,0.0,False
0204fe83-7985-4e80-8861-449ee5e2b05b,False,False,False,False,False,0.0,False
02058acd-22a6-471a-8e02-ff2755c895bb,False,False,False,False,False,0.0,False
02061c9a-d974-4249-a414-7aae326286e5,False,False,False,False,False,0.0,False
0206fea7-fe8d-4494-9a17-3193683f3c33,False,False,False,False,False,0.0,False
02093da2-e581-400c-a21b-b5473229d0e9,True,False,False,False,False,1.5,True
020b2b8e-ab5f-4c75-80f2-1b94a023366b,False,False,False,False,False,0.0,False
020d0ad7-258c-46a9-aa5e-7335c4e10177,False,False,False,False,False,0.0,False
020e023e-5aec-4b66-a179-c939aefdff6a,False,False,False,False,False,0.0,False
020e9fdf-f4cc-4447-a1e7-e69147391bb2,False,False,False,False,False,0.0,False
020ec331-589f-4798-a85b-e1eb93b2ec2e,False,False,False,False,False,0.0,False
0219a025-e7e5-4959-aa7a-cba6323905b4,False,False,False,True,False,1.0,True
021ccb91-7b0f-4dfb-8458-b195bb972e02,False,False,False,False,False,0.0,False
021e0602-717b-4ac5-bf8c-5749f4809e7e,False,False,False,False,False,0.0,False
0221a8d2-d830-4147-a1c8-3b5454c419b2,False,False,False,False,False,0.0,False
0229727b-c936-4bf1-ba11-45417f5db628,False,False,False,False,False,0.0,False
022c5b05-22fa-4f79-8515-ae633c4541e8,False,False,False,False,False,0.0,False
022f12aa-2d64-4320-b545-e3937569a41e,True,False,False,False,False,1.5,True
022f6a6b-819e-4924-8cb3-cd320c065e3e,False,False,False,False,False,0.0,False
023007c8-2e36-442a-80d8-c866074a95de,False,False,False,False,False,0.0,False
02302784-66e2-4ad1-9b9c-c1ef8b94fac4,False,False,False,False,False,0.0,False
02323784-35da-4c62-ade5-8568749163f1,False,False,False,False,False,0.0,False
0235a6e2-993d-4081-a532-a80990106a36,False,False,False,False,False,0.0,False
02386020-96ce-40a5-82e1-a5f8708e2389,False,False,False,False,False,0.0,False
02396fba-4316-4755-a41d-0adaa0ce063c,False,False,False,False,False,0.0,False
023b2c4c-3d72-4e76-aee8-66cdd5101f26,False,False,False,False,False,0.0,False
023bf18f-06ef-4adc-8805-7dfadad125dd,False,False,False,False,False,0.0,False
023e3163-ee25-440c-b2f3-724e2d3d1b44,False,False,False,False,False,0.0,False
02409251-2622-4adf-b165-fa23ad3e71e9,False,True,False,False,False,1.2,True
0241377e-433a-4802-bfd1-e40efabcc9e1,False,False,False,False,False,0.0,False
024169ae-b512-46f4-9158-befb623d68fd,False,False,False,False,False,0.0,False
0244922f-9a46-4453-9165-cbc7724ccd2d,False,False,False,False,False,0.0,False
02461b60-1637-4c34-bd68-ce601b296fec,False,False,False,False,False,0.0,False
024af674-2b8a-4a55-bc03-fd0e1b1ad6ab,False,False,False,False,False,0.0,False
024e3150-08a8-430c-9057-a871a65e85ed,False,False,False,False,False,0.0,False
02530396-1ba9-4366-963c-8afe1e7575f4,False,False,False,False,False,0.0,False
0255e2e2-356c-4f27-b71b-e2e1cdb1978f,False,False,False,False,False,0.0,False
02579471-f0bf-4b6c-9260-7ace3e4eda9b,False,False,False,False,False,0.0,False
026425b0-3b25-4e7a-896f-635b3e3e0393,False,False,False,False,False,0.0,False
0264bdb6-681f-41ea-b1b4-eba1ab821aab,False,False,False,False,False,0.0,False
02653443-7180-489c-88b5-a09b5802177b,False,False,False,False,False,0.0,False
02690d0d-a1ab-4a63-855e-996fee77e920,False,False,False,False,False,0.0,False
026efa94-c4b3-4195-9866-d149ab29f989,False,False,False,False,False,0.0,False
02701bb7-e5e7-4273-aebf-e3d9257aa3be,True,False,False,False,False,1.5,True
0270da79-6655-40d0-ac5c-cdb3c1159163,False,False,False,False,False,0.0,False
0270e8cc-43c1-4124-9d63-0375bc8d07fd,False,False,False,False,False,0.0,False
0275d7e4-2113-47ba-8d77-77751bc1197b,False,False,False,False,False,0.0,False
027c9a3b-5783-4109-8bba-9bbd60825578,False,False,False,False,False,0.0,False
027e0acb-df57-480f-be74-458303109224,False,False,False,False,False,0.0,False
02806e1f-4f22-4c2f-a15a-f2f6c087ec88,False,False,False,False,False,0.0,False
02835887-8a0e-47df-b5b7-0532e398a37b,False,False,False,False,False,0.0,False
02865049-b471-4e9d-84ad-5a245dcdb34c,False,False,False,False,False,0.0,False
028725d0-a9ae-4f44-8687-89342cf59ea2,True,False,False,False,False,1.5,True
028c2269-3e55-4673-a387-684569f6d966,True,False,False,False,False,1.5,True
028dc2d0-7705-4afa-9eca-a3837812f97f,False,False,False,False,False,0.0,False
028f74bd-04f8-422e-aac9-31d29be0dbba,False,False,False,False,False,0.0,False
02919e5b-67be-48c7-826a-4c5451e3132a,False,False,False,False,False,0.0,False
02960514-9974-4332-b78f-c1958a7fbf25,False,False,False,False,False,0.0,False
02970eff-d559-44ca-8fb3-1fdd70de17ae,False,False,False,False,False,0.0,False
0297db98-18f4-461b-a5fc-77fd523e0645,False,True,False,False,False,1.2,True
029b4329-b575-4158-ac26-fcb4057f86b7,False,False,False,False,False,0.0,False
029e2d24-a3e8-4c5f-a4ac-efe685a59e39,False,False,False,False,False,0.0,False
02a0db0c-d4ae-4742-b2c8-181099b8ddcd,False,False,False,False,False,0.0,False
02a6c601-75cb-4009-8c10-200f0d9b1602,False,False,False,False,False,0.0,False
02a9c3d7-d50d-4c2c-b217-9b07988c01be,False,False,False,False,False,0.0,False
02af9b80-4583-4747-b572-dda9b4dead0c,False,False,False,False,False,0.0,False
02afb58b-35cc-4681-bace-72733ff3d084,False,False,False,False,False,0.0,False
02b27768-a3f9-414f-aa10-c345b4f4bd17,False,False,False,False,False,0.0,False
02b3d064-3231-4298-8854-1b239d4fa0c5,False,False,False,False,False,0.0,False
02b69403-d773-4565-9622-023eb5187b73,False,False,False,False,False,0.0,False
02bb3940-add0-42ed-be51-c42780964948,False,False,False,False,False,0.0,False
02bc0b64-66a9-4551-bc2a-407c42d0ab70,False,False,False,False,False,0.0,False
02c25de8-785e-4bb5-8f53-58ee3bd51118,False,False,False,False,False,0.0,False
02c489dd-6442-42a1-b12c-4f0e9e0c6ee2,False,False,False,False,False,0.0,False
02c76832-7c22-4d59-a980-79d07789d387,False,False,False,False,False,0.0,False
02c801ad-5129-47ce-8b36-f7493ffb46b5,False,False,False,False,False,0.0,False
02cdfe33-f627-4402-b394-37414ce23259,False,False,False,False,False,0.0,False
02d0653e-63a9-4390-ae01-b51d208de2f6,False,False,False,False,False,0.0,False
02d2a8bf-a15f-43a2-b5e6-55611bac2769,False,False,False,True,False,1.0,True
02d6d2d9-a7d3-4709-bbe2-5436aa82481e,False,False,False,False,False,0.0,False
02d992f1-29f5-452f-b95a-18439f52b3f9,False,False,False,False,False,0.0,False
02d9d5a4-a0aa-49a4-a75b-63bd48e8173f,False,False,False,False,False,0.0,False
02da6829-660d-4999-ac65-7fe99339d7c6,False,False,False,False,False,0.0,False
02e3136d-2062-4798-9102-2273099c8eff,False,False,False,False,False,0.0,False
02e8382e-98df-4110-b46a-551d886cbedc,False,False,False,False,False,0.0,False
02ea3f24-8a31-4920-97b5-39ec07c159cc,False,False,False,False,False,0.0,False
02ee4edc-74b9-4b9f-9b7d-ef73450dc5c9,False,False,False,False,False,0.0,False
02f0e06e-ae49-427f-b75f-deed975592e5,False,False,False,False,False,0.0,False
02f11ad1-2eab-492f-9d4c-d9970563582b,False,False,False,False,False,0.0,False
02f403b8-d4a2-4587-b018-3847b0792970,False,False,False,False,False,0.0,False
02f92342-6cb0-45b4-82b3-9e94a020292a,False,False,False,False,False,0.0,False
02fa3d67-064d-4ff2-b6dd-3396a1458172,False,False,False,False,False,0.0,False
02fb6855-db2c-451e-ac4c-8716c853a817,False,False,False,False,False,0.0,False
0307f99f-1602-4efd-9d3f-b944442415c6,False,False,False,False,False,0.0,False
030e338a-48cf-445f-ad5e-75c8f982555f,False,False,False,False,False,0.0,False
0314d221-eba7-4808-8584-3b0454bc7bc1,False,False,False,False,False,0.0,False
0316f08d-4c8e-4f3f-bdba-1e5009769a4c,False,False,False,False,False,0.0,False
031ce98b-e08f-41f2-8874-3a4110d09b39,False,False,False,False,False,0.0,False
031e6dc8-b517-4579-9f96-1f009bd39eaa,False,False,False,False,False,0.0,False
03217a74-f508-4445-a61e-27605a22b484,False,False,False,False,False,0.0,False
0321abff-1237-47bf-b12b-95c3a28d2cef,False,False,False,False,False,0.0,False
0322d9f0-a5da-4e67-9378-e79156ca13e7,False,False,False,False,False,0.0,False
0322fc93-dac0-41cc-8e22-7f3062448359,False,False,False,False,False,0.0,False
032638bd-0238-43d5-939e-63525e3933a8,False,False,False,False,False,0.0,False
0329a801-2dc2-4fa9-b045-2197a28fb891,False,False,False,False,False,0.0,False
032b377c-04dc-4a69-bc7b-e08e4a7fb2bc,False,False,False,False,False,0.0,False
032b74de-e1e7-46e8-82b9-c583256ba8ce,False,False,False,False,False,0.0,False
0331854c-529e-41b4-8181-f9f9acc953fc,False,False,False,False,False,0.0,False
0332ae34-2cc6-4e70-9118-0043bb83718f,False,False,False,False,False,0.0,False
0334b94a-aced-4928-951c-f412e41547de,False,False,False,False,False,0.0,False
0334bf65-fd28-4dde-b7c6-8863c030ded6,False,False,False,False,False,0.0,False
033af432-19d5-47a5-b4bc-395e0c9453d7,False,True,False,False,False,1.2,True
033bb724-eb9b-43be-bdad-cfd78c83a184,False,False,False,False,False,0.0,False
033cd74f-33d0-4782-bd61-27f5520ff427,False,False,False,False,False,0.0,False
033e6071-8bfe-471f-9969-34231b9352b8,False,False,False,False,False,0.0,False
03410d78-0932-43e7-a843-6eb5157bcc74,False,False,False,False,False,0.0,False
03441383-1aa7-4d8a-987d-2ab9a6147fb3,False,False,False,False,False,0.0,False
03458c5a-ce0e-4174-aa8a-725ac0678dfd,False,False,False,False,False,0.0,False
03461d1b-cbc0-42f7-8c2c-e140ef22fa8e,False,False,False,False,False,0.0,False
0347c1a6-7107-470d-9d62-6193453f4384,False,False,False,False,False,0.0,False
0349628a-589a-481f-8ab7-326c403ec081,False,False,False,False,False,0.0,False
034c995d-5dbf-4768-bdfc-709dfd045db0,False,False,False,False,False,0.0,False
034eede4-3ca9-4e68-b875-d05ea0a534ae,False,False,False,False,False,0.0,False
0353cad9-da9e-4e8d-993b-e41c6e523b78,False,False,False,False,False,0.0,False
0353e765-62ba-453c-a457-902bd5966699,False,True,False,False,False,1.2,True
0357f0c0-2599-43c9-bd4b-33a389a89cc4,False,False,False,False,False,0.0,False
0358a0f9-4067-424c-8be3-9560dfd5fd67,False,False,False,False,False,0.0,False
03590452-4715-4da3-ad96-d579173d9938,False,False,False,False,False,0.0,False
035bb8d5-3738-46b0-86f2-64120d8563cb,False,False,False,False,False,0.0,False
035d833e-be7c-4297-931d-2d4d6697e9d9,False,False,False,False,False,0.0,False
035f8041-7f64-423a-b17e-081daf9bebd6,False,False,False,False,False,0.0,False
035f8fb7-f36a-4f86-a74d-866e8a8a4d89,False,False,False,False,False,0.0,False
03608e74-c795-4752-8b7c-5976b10de2ee,False,False,False,False,False,0.0,False
03618bbc-4861-473c-90bf-1c6eb2df3d25,False,False,False,True,False,1.0,True
03664645-b921-48c1-a21d-4cf5bf759912,False,False,False,False,False,0.0,False
03667bb2-b923-4dcc-aa2f-ca2db284e3d0,False,False,False,False,False,0.0,False
0367b436-226d-4480-a37f-635a15f86a12,False,False,False,False,False,0.0,False
036e4aac-2c43-4d08-af7e-9ed7a6724495,False,False,False,False,False,0.0,False
03729986-c08c-4b0a-8b17-7f6a3bd1ef91,False,False,False,False,False,0.0,False
03766016-676c-45a3-96b2-a7f2ace43fc0,False,False,False,False,False,0.0,False
037755a0-8dfb-4517-b588-5f919f3f92f0,False,False,False,False,False,0.0,False
0378331f-b5d3-4d21-b9b5-04d6303210ae,False,False,False,False,False,0.0,False
0378bfc0-16af-4639-adcf-764f2a64b1c8,False,False,False,False,False,0.0,False
0378db73-3d8d-4541-9191-daee400dba20,False,False,False,False,False,0.0,False
037c1a7c-2107-441e-88ae-f46470abd285,False,False,False,False,False,0.0,False
